SortGADMintoPrevOrder,SortGADMintoGADMintoGADMorder,County FIPS Code,FIPS,DMA,WeaponsBlack.sum,WeaponsWhite.sum,AssaultsBlack.sum,AssaultsWhite.sum,county,State,County Name ,CountyName,ID,TOT_POP,TOT_MALE,TOT_FEMALE,WA_TOT,BAC_TOT,H_TOT,Pct Uninsured,Median Income,Gini,Pct Living in Poverty,Pct HS Education,PercentSlaveOwningFarms,NSlavesPerCounty,ID,FBIDataToRight,VictimsOfHateCrimes,MURDER,AGASSLT,USPSDToRight,BlackArmed,BlackUnarmed,HispanicArmed,HispanicUnarmed,WhiteArmed,WhiteUnarmed,State,RandID,SouthernLawCenterDataToRight,Arson,Assault,Bombing,Cross.Burnings,Harassment,Intelligence,Intimidation,Leafletting,Legal.Developments,Murder,Rally,Threat,Vandalism,BayesianPosterior,ModelID,m.RR_Black_Armed_Versus_Unarmed,m.RR_White_Armed_Versus_Unarmed,m.RR_Hispanic_Armed_Versus_Unarmed,m.RR_Black_Armed_Versus_White_Armed,m.RR_Hispanic_Armed_Versus_White_Armed,m.RR_Black_Unarmed_Versus_White_Unarmed,m.RR_Hispanic_Unarmed_Versus_White_Unarmed,m.RR_Black_Unarmed_Versus_White_Armed,m.RR_Hispanic_Unarmed_Versus_White_Armed,pc95l.RR_Black_Armed_Versus_Unarmed,pc95l.RR_White_Armed_Versus_Unarmed,pc95l.RR_Hispanic_Armed_Versus_Unarmed,pc95l.RR_Black_Armed_Versus_White_Armed,pc95l.RR_Hispanic_Armed_Versus_White_Armed,pc95l.RR_Black_Unarmed_Versus_White_Unarmed,pc95l.RR_Hispanic_Unarmed_Versus_White_Unarmed,pc95l.RR_Black_Unarmed_Versus_White_Armed,pc95l.RR_Hispanic_Unarmed_Versus_White_Armed,pc95h.RR_Black_Armed_Versus_Unarmed,pc95h.RR_White_Armed_Versus_Unarmed,pc95h.RR_Hispanic_Armed_Versus_Unarmed,pc95h.RR_Black_Armed_Versus_White_Armed,pc95h.RR_Hispanic_Armed_Versus_White_Armed,pc95h.RR_Black_Unarmed_Versus_White_Unarmed,pc95h.RR_Hispanic_Unarmed_Versus_White_Unarmed,pc95h.RR_Black_Unarmed_Versus_White_Armed,pc95h.RR_Hispanic_Unarmed_Versus_White_Armed,m.log.RR_Black_Unarmed_Versus_White_Unarmed,m.log.RR_Hispanic_Unarmed_Versus_White_Unarmed,m.log.RR_Black_Unarmed_Versus_White_Armed,m.log.RR_Hispanic_Unarmed_Versus_White_Armed,sd.log.RR_Black_Unarmed_Versus_White_Unarmed,sd.log.RR_Hispanic_Unarmed_Versus_White_Unarmed,sd.log.RR_Black_Unarmed_Versus_White_Armed,sd.log.RR_Hispanic_Unarmed_Versus_White_Armed
2724,2752,48401,48401,109,0,6,11,23,Rusk,TX,Rusk County,Rusk,TXRusk,53330,28075,25255,42219,9959,7609,25.4,43318,0.462,15.3,79.4,0.432109786,47,TX401,FBIDataToRight,NA,0,34,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,2753,48403,48403,109,1,8,9,31,Sabine,TX,Sabine County,Sabine,TXSabine,10834,5301,5533,9800,853,344,25.2,34034,0.429,18.5,77.5,0.398221772,65,TX403,FBIDataToRight,NA,0,35,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,2754,48405,48405,109,0,2,7,7,San Augustine,TX,San Augustine County,SanAugustine,TXSanAugustine,8865,4360,4505,6657,2075,532,27.5,31729,0.503,21.2,71.4,0.407084053,6,TX405,FBIDataToRight,NA,0,30,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2727,2755,48407,48407,11,5,7,4,13,San Jacinto,TX,San Jacinto County,SanJacinto,TXSanJacinto,26384,13205,13179,22809,2963,2880,28.7,42770,0.44,19.1,77,NA,NA,TX407,FBIDataToRight,NA,0,23,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2728,2756,48409,48409,128,0,29,4,68,San Patricio,TX,San Patricio County,SanPatricio,TXSanPatricio,64804,32163,32641,61642,1443,35248,22.6,44307,0.436,21.1,76.3,NA,NA,TX409,FBIDataToRight,NA,8,93,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,2757,48411,48411,93,NA,NA,0,5,San Saba,TX,San Saba County,SanSaba,TXSanSaba,6131,3366,2765,5771,220,1715,31.8,34264,0.471,21,81.4,NA,NA,TX411,FBIDataToRight,NA,0,4,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2730,2758,48413,48413,196,0,1,0,1,Schleicher,TX,Schleicher County,Schleicher,TXSchleicher,3461,1726,1735,3357,55,1536,33,32831,0.401,17.5,78.5,NA,NA,TX413,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,2759,48415,48415,163,2,5,0,30,Scurry,TX,Scurry County,Scurry,TXScurry,16921,9028,7893,15590,980,6149,25.3,44063,0.501,17.4,74.2,NA,NA,TX415,FBIDataToRight,NA,0,33,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,2760,48417,48417,163,NA,NA,NA,NA,Shackelford,TX,Shackelford County,Shackelford,TXShackelford,3378,1632,1746,3269,57,340,28.9,42685,0.423,13.5,86.8,NA,NA,TX417,FBIDataToRight,NA,0,0,USPSDToRight,0,0,0,0,1,0,TX,39,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,269,3.432590329,5.384264041,3.642026877,1.522276837,0.995309716,2.324165482,1.475111846,0.454365145,0.266791409,0.675945691,1.481096506,0.913762951,0.262313619,0.203829749,0.261737196,0.260503917,0.029846017,0.041639313,21.21239334,27.89196139,17.43755906,7.596284496,3.764696162,18.62941273,8.13287384,3.510873552,1.291784847,0.852978704,0.370215221,-0.893248745,-1.376012229,1.328694136,1.182547219,1.456782568,1.133333704
2733,2761,48419,48419,81,3,7,11,4,Shelby,TX,Shelby County,Shelby,TXShelby,25448,12591,12857,20384,4666,4164,30.6,34490,0.491,21.9,75.4,0.43289425,3,TX419,FBIDataToRight,NA,1,24,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,2762,48421,48421,129,NA,NA,0,1,Sherman,TX,Sherman County,Sherman,TXSherman,3034,1548,1486,2951,15,1227,35.7,41518,0.389,12.5,74.4,NA,NA,TX421,FBIDataToRight,NA,0,5,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,2763,48423,48423,109,15,19,48,53,Smith,TX,Smith County,Smith,TXSmith,209714,101425,108289,163909,39831,36088,27.2,44249,0.479,15,84.2,0.450009239,16,TX423,FBIDataToRight,NA,6,133,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,2764,48425,48425,7,0,2,0,11,Somervell,TX,Somervell County,Somervell,TXSomervell,8490,4182,4308,8112,90,1626,24.1,49582,0.453,10.7,87.4,NA,NA,TX425,FBIDataToRight,NA,0,10,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,2765,48427,48427,97,0,15,0,60,Starr,TX,Starr County,Starr,TXStarr,60968,29440,31528,60539,106,58337,35.8,24497,0.519,39.2,47.9,NA,NA,TX427,FBIDataToRight,NA,0,109,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2738,2766,48429,48429,163,0,6,1,10,Stephens,TX,Stephens County,Stephens,TXStephens,9630,4975,4655,9212,241,2011,29.8,38002,0.451,20,82.2,NA,NA,TX429,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2739,2767,48431,48431,196,0,0,0,1,Sterling,TX,Sterling County,Sterling,TXSterling,1143,576,567,1085,22,365,27.6,49064,0.459,12.4,77.5,NA,NA,TX431,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2740,2768,48433,48433,163,0,1,0,2,Stonewall,TX,Stonewall County,Stonewall,TXStonewall,1490,717,773,1396,50,209,28.5,36687,0.413,17.2,85.5,NA,NA,TX433,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2741,2769,48435,48435,196,NA,NA,0,2,Sutton,TX,Sutton County,Sutton,TXSutton,4128,2029,2099,4041,44,2459,29.3,51386,0.434,13.4,69.4,NA,NA,TX435,FBIDataToRight,NA,0,1,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,2770,48437,48437,129,NA,NA,1,14,Swisher,TX,Swisher County,Swisher,TXSwisher,7854,4136,3718,7025,655,3149,27.7,33786,0.432,20.9,75.9,NA,NA,TX437,FBIDataToRight,NA,0,12,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2743,2771,48439,48439,7,255,466,580,852,Tarrant,TX,Tarrant County,Tarrant,TXTarrant,1809034,887235,921799,1388970,292086,482977,23.6,52482,0.448,14.4,83.8,NA,NA,TX439,FBIDataToRight,5,54,1651,USPSDToRight,0,0,1,0,1,2,TX,39,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,0,3,0,0,0,5,BayesianPosterior,270,2.17972127,1.782702071,2.521283816,2.746873698,1.644364139,2.327466856,1.227081265,1.21584866,0.662645386,0.57420007,0.538596558,0.848431239,0.771745789,0.523147385,0.456942978,0.227978573,0.26026587,0.150492631,8.732695077,5.392315457,9.889803382,9.681602575,4.902994805,8.850497686,4.146255697,5.880869763,2.310430377,0.790645066,0.100880697,0.223330528,-0.466433841,0.926424258,0.955572244,0.989903866,0.871252412
2744,2772,48441,48441,163,10,46,17,56,Taylor,TX,Taylor County,Taylor,TXTaylor,131506,64028,67478,114594,11712,29074,23.7,41558,0.449,17.9,84.1,NA,NA,TX441,FBIDataToRight,NA,0,57,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,2773,48443,48443,158,NA,NA,0,1,Terrell,TX,Terrell County,Terrell,TXTerrell,984,509,475,942,9,467,31,35683,0.385,15.2,80.4,NA,NA,TX443,FBIDataToRight,NA,0,3,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2746,2774,48445,48445,147,0,4,5,14,Terry,TX,Terry County,Terry,TXTerry,12651,6717,5934,11712,700,6211,29.8,34495,0.547,21.9,68.1,NA,NA,TX445,FBIDataToRight,NA,0,29,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2747,2775,48447,48447,142,NA,NA,0,1,Throckmorton,TX,Throckmorton County,Throckmorton,TXThrockmorton,1641,807,834,1599,12,152,34.8,37273,0.428,14.7,78.4,NA,NA,TX447,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2748,2776,48449,48449,81,2,3,15,61,Titus,TX,Titus County,Titus,TXTitus,32334,15976,16358,27719,3384,12799,31.9,37818,0.418,20.7,72.9,0.451468783,56,TX449,FBIDataToRight,NA,0,57,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2749,2777,48451,48451,196,3,29,6,49,Tom Green,TX,Tom Green County,TomGreen,TXTomGreen,110224,53976,56248,100980,5569,39315,24.3,39004,0.445,19.2,81.2,NA,NA,TX451,FBIDataToRight,1,1,55,USPSDToRight,0,0,1,0,0,0,TX,39,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,1,0,0,0,0,0,BayesianPosterior,271,2.884003206,3.599385624,3.837556916,3.154004251,2.121341518,3.892778642,1.958530734,1.075685532,0.577801254,0.590930273,0.977769222,1.122732185,0.635431247,0.603928419,0.611326262,0.417407021,0.140606852,0.120933106,13.32935241,16.63401075,14.05068227,15.73597182,8.110199957,32.07174278,10.90098553,7.584055329,2.486539138,1.419727246,0.733100373,0.099503347,-0.587123526,1.230319297,1.063616745,1.291606885,0.973910392
2750,2778,48453,48453,54,113,344,249,592,Travis,TX,Travis County,Travis,TXTravis,1024266,516637,507629,832727,100091,342766,22.7,51905,0.487,18.8,86.3,0.40735731,35,TX453,FBIDataToRight,6,23,893,USPSDToRight,0,2,0,0,1,1,TX,39,SouthernLawCenterDataToRight,0,1,0,0,0,0,0,0,0,0,2,0,1,BayesianPosterior,272,1.135061282,1.975329079,2.168670597,4.14243891,1.590690826,8.102559191,1.461654131,3.771103743,0.737673363,0.267170175,0.540869804,0.616468882,1.121680615,0.462266578,1.744746793,0.270217513,0.870569594,0.165470589,3.955477769,6.671197263,8.203288326,16.99615127,4.784676448,33.90062069,6.001661326,20.75289207,2.634503026,2.060112474,0.337059057,1.382386718,-0.3406667,0.923972436,0.951538456,1.004039258,0.893029153
2751,2779,48455,48455,109,1,0,2,2,Trinity,TX,Trinity County,Trinity,TXTrinity,14585,7100,7485,12901,1431,1117,27.2,34045,0.432,18.2,80.9,0.461062769,100,TX455,FBIDataToRight,NA,0,19,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2752,2780,48457,48457,137,1,3,4,25,Tyler,TX,Tyler County,Tyler,TXTyler,21766,11731,10035,18850,2602,1487,24.4,37914,0.443,19.9,82.9,0.4139376,2,TX457,FBIDataToRight,NA,1,34,USPSDToRight,0,0,0,0,1,0,TX,39,SouthernLawCenterDataToRight,0,1,0,0,0,0,0,0,1,0,1,0,0,BayesianPosterior,273,3.549341975,5.179992524,3.475304081,1.700370004,1.04961786,2.549376792,1.342411287,0.502199718,0.281253894,0.630336221,1.213770297,0.933648565,0.241943554,0.254563665,0.335359634,0.219403743,0.053339021,0.042172353,15.64710991,26.43102272,17.58845606,8.34803759,3.653985705,18.72417207,9.591070546,3.81068052,1.497001917,0.918589091,0.348667302,-0.74362342,-1.313545209,1.305964676,1.221476342,1.378153782,1.114770775
2753,2781,48459,48459,109,2,7,10,54,Upshur,TX,Upshur County,Upshur,TXUpshur,39309,19462,19847,34657,3730,2613,25.5,42508,0.43,16.3,83.4,0.420549826,1,TX459,FBIDataToRight,NA,2,44,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,2782,48461,48461,158,NA,NA,0,1,Upton,TX,Upton County,Upton,TXUpton,3355,1675,1680,3158,86,1644,31.5,47407,0.42,15.7,75.5,NA,NA,TX461,FBIDataToRight,NA,0,0,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2755,2783,48463,48463,37,0,4,1,29,Uvalde,TX,Uvalde County,Uvalde,TXUvalde,26405,12909,13496,25577,267,18299,29.1,31941,0.491,26.4,69.9,NA,NA,TX463,FBIDataToRight,NA,1,18,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2756,2784,48465,48465,37,0,8,0,24,Val Verde,TX,Val Verde County,ValVerde,TXValVerde,48879,24519,24360,47000,969,39199,30.9,36647,0.435,26.8,64,NA,NA,TX465,FBIDataToRight,NA,1,34,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,2785,48467,48467,7,3,6,2,22,Van Zandt,TX,Van Zandt County,VanZandt,TXVanZandt,52579,25863,26716,49639,1688,4847,27.8,41476,0.428,16.8,78.8,NA,NA,TX467,FBIDataToRight,NA,0,39,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2758,2786,48469,48469,204,4,10,21,67,Victoria,TX,Victoria County,Victoria,TXVictoria,86793,42349,44444,78192,6354,38113,24.6,46566,0.447,18.2,80.1,0.419084222,86,TX469,FBIDataToRight,NA,6,68,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2759,2787,48471,48471,11,11,13,68,43,Walker,TX,Walker County,Walker,TXWalker,67861,40007,27854,50213,15940,11389,26,37160,0.485,25.9,80.3,0.454682174,90,TX471,FBIDataToRight,NA,6,146,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,2788,48473,48473,11,7,6,20,18,Waller,TX,Waller County,Waller,TXWaller,43205,21395,21810,30779,11269,12536,30.6,46313,0.447,20.4,79.5,NA,NA,TX473,FBIDataToRight,NA,2,48,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,2789,48475,48475,158,2,1,3,11,Ward,TX,Ward County,Ward,TXWard,10658,5151,5507,9749,650,5074,27.6,41625,0.431,20.1,70.4,NA,NA,TX475,FBIDataToRight,NA,0,10,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
